Województwo,Powiat,Gmina,Adres,Typ obszaru,Długość geograficzna,Szerokość geograficzna,Data pomiaru,Parametr pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Średnia dla obszaru [V/m]
WOJ. WIELKOPOLSKIE,Powiat kościański,Kościan,Kościan,Pozostałe miasta,"16° 38' 16""","52° 5' 23""",2019-05-07,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat krotoszyński,Krotoszyn,Krotoszyn,Pozostałe miasta,"17° 26' 10""","51° 42' 4""",2019-04-17,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat leszczyński,Rydzyna,Rydzyna,Pozostałe miasta,"16° 40' 10""","51° 47' 15""",2019-04-17,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat międzychodzki,Sieraków,Sieraków,Pozostałe miasta,"16° 5' 46""","52° 38' 53""",2019-07-17,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat obornicki,Oborniki,Oborniki,Pozostałe miasta,"16° 48' 59""","52° 38' 51""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.55,0.14,0.2993333
WOJ. WIELKOPOLSKIE,Powiat ostrzeszowski,Grabów nad Prosną,Grabów nad Prosną,Pozostałe miasta,"18° 6' 28""","51° 30' 25""",2019-04-10,Składowa elektryczna 3[MHz]-300[GHz],0.37,0.1,0.2993333
WOJ. WIELKOPOLSKIE,Powiat pleszewski,Pleszew,Pleszew,Pozostałe miasta,"17° 47' 12""","51° 54' 4""",2019-07-19,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat poznański,Pobiedziska,Pobiedziska,Pozostałe miasta,"17° 16' 44""","52° 28' 39""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat słupecki,Zagórów,Zagórów,Pozostałe miasta,"17° 54' 27""","52° 9' 59""",2019-05-10,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.21,0.2993333
WOJ. WIELKOPOLSKIE,Powiat turecki,Dobra,Dobra,Pozostałe miasta,"18° 37' 5""","51° 55' 17""",2019-04-15,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.21,0.2993333
WOJ. WIELKOPOLSKIE,Powiat chodzieski,Budzyń,Budzyń,Tereny wiejskie,"16° 58' 26""","52° 53' 50""",2019-08-05,Składowa elektryczna 3[MHz]-300[GHz],0.47,0.12,0.3233333
WOJ. WIELKOPOLSKIE,Powiat gnieźnieński,Gniezno,Modliszewko,Tereny wiejskie,"17° 36' 41""","52° 37' 12""",2019-05-29,Składowa elektryczna 3[MHz]-300[GHz],0.81,0.21,0.3233333
WOJ. WIELKOPOLSKIE,Powiat grodziski,Kamieniec,Kamieniec,Tereny wiejskie,"16° 27' 20""","52° 9' 52""",2019-05-21,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. WIELKOPOLSKIE,Powiat kępiński,Trzcinica,Trzcinica,Tereny wiejskie,"18° 0' 47""","51° 10' 23""",2019-04-18,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. WIELKOPOLSKIE,Powiat kolski,Dąbie,Sobótka,Tereny wiejskie,"18° 48' 8""","52° 5' 30""",2019-04-15,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. WIELKOPOLSKIE,Powiat koniński,Grodziec,Grodziec,Tereny wiejskie,"18° 2' 46""","52° 2' 21""",2019-07-12,Składowa elektryczna 3[MHz]-300[GHz],0.54,0.14,0.3233333
WOJ. WIELKOPOLSKIE,Powiat kościański,Kościan,Choryń,Tereny wiejskie,"16° 45' 56""","52° 2' 26""",2019-05-07,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.11,0.3233333
WOJ. WIELKOPOLSKIE,Powiat międzychodzki,Chrzypsko Wielkie,Chrypsko Wielkie,Tereny wiejskie,"16° 12' 56""","52° 37' 52""",2019-07-17,Składowa elektryczna 3[MHz]-300[GHz],0.37,0.1,0.3233333
WOJ. WIELKOPOLSKIE,Powiat nowotomyski,Nowy Tomyśl,Wytomyśl,Tereny wiejskie,"16° 10' 28""","52° 22' 28""",2019-05-21,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Sośnie,Granowiec,Tereny wiejskie,"17° 39' 22""","51° 30' 41""",2019-04-18,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Sieroszewice,Masanów,Tereny wiejskie,"18° 3' 48""","51° 36' 3""",2019-04-10,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. WIELKOPOLSKIE,Powiat poznański,Swarzędz,Kobylnica,Tereny wiejskie,"17° 5' 30""","52° 26' 50""",2019-07-24,Składowa elektryczna 3[MHz]-300[GHz],0.43,0.11,0.3233333
WOJ. WIELKOPOLSKIE,Powiat słupecki,Strzałkowo,Wólka,Tereny wiejskie,"17° 46' 58""","52° 19' 7""",2019-06-10,Składowa elektryczna 3[MHz]-300[GHz],0.62,0.16,0.3233333
WOJ. WIELKOPOLSKIE,Powiat śremski,Brodnica,Brodnica,Tereny wiejskie,"16° 53' 25""","52° 8' 43""",2019-06-04,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. WIELKOPOLSKIE,Powiat wągrowiecki,Wapno,Wapno,Tereny wiejskie,"17° 28' 34""","52° 54' 21""",2019-08-05,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.3233333
WOJ. ZACHODNIOPOMORSKIE,Powiat stargardzki,Stargard,Stargard. ul. Hubala,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"15° 2' 24""","53° 18' 46""",2019-09-25,Składowa elektryczna 3[MHz]-300[GHz],0.62,0.17,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat stargardzki,Stargard,Stargard. ul. Struga,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"15° 2' 32""","53° 20' 30""",2019-10-07,Składowa elektryczna 3[MHz]-300[GHz],0.51,0.14,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat stargardzki,Stargard,Stargard. ul. Hallera,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"15° 0' 52""","53° 20' 10""",2019-06-07,Składowa elektryczna 3[MHz]-300[GHz],0.62,0.18,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Koszalin,M. Koszalin,Koszalin. ul. E. Kwiatkowskiego / Na Skarpie,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 10' 33""","54° 12' 16""",2019-09-02,Składowa elektryczna 3[MHz]-300[GHz],1.42,0.37,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Koszalin,M. Koszalin,Koszalin. ul. T. Chałubińskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 13' 11""","54° 11' 37""",2019-06-28,Składowa elektryczna 3[MHz]-300[GHz],0.85,0.23,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Koszalin,M. Koszalin,Koszalin. ul. Słowiańska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 10' 35""","54° 10' 30""",2019-09-03,Składowa elektryczna 3[MHz]-300[GHz],0.96,0.25,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Koszalin,M. Koszalin,Koszalin. ul. Zwycięstwa/ Jaśminowa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 13' 54""","54° 11' 19""",2019-05-28,Składowa elektryczna 3[MHz]-300[GHz],1.26,0.33,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Koszalin,M. Koszalin,Koszalin. ul. Zwyciestwa/ Pileckiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 11' 39""","54° 11' 26""",2019-06-24,Składowa elektryczna 3[MHz]-300[GHz],0.32,0.13,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Szczecin,M. Szczecin,Szczecin. ul. Witkiewicza,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"14° 30' 39""","53° 25' 59""",2019-08-30,Składowa elektryczna 3[MHz]-300[GHz],1.82,0.47,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Szczecin,M. Szczecin,Szczecin. Plac Batorego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"14° 33' 2""","53° 25' 20""",2019-05-23,Składowa elektryczna 3[MHz]-300[GHz],0.68,0.18,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Szczecin,M. Szczecin,Szczecin. ul. Drukarska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"14° 40' 10""","53° 23' 47""",2019-04-15,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.29,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Szczecin,M. Szczecin,Szczecin. ul. Zegadłowicza,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"14° 29' 6""","53° 28' 41""",2019-06-12,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.11,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Szczecin,M. Szczecin,Szczecin. ul. Powstańców Wielkopolskich,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"14° 31' 57""","53° 24' 52""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],1.24,0.33,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Szczecin,M. Szczecin,Szczecin. ul. Dubois,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"14° 34' 18""","53° 26' 16""",2019-09-23,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.29,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Szczecin,M. Szczecin,Szczecin. ul. Milczańska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"14° 31' 3""","53° 24' 36""",2019-09-17,Składowa elektryczna 3[MHz]-300[GHz],0.88,0.25,0.9213333
WOJ. ZACHODNIOPOMORSKIE,Powiat choszczeński,Drawno,Drawno. ul. Kolejowa,Pozostałe miasta,"15° 45' 50""","53° 13' 0""",2019-04-09,Składowa elektryczna 3[MHz]-300[GHz],0.45,0.13,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat goleniowski,Maszewo,Maszewo. ul. Jedności Narodowej,Pozostałe miasta,"15° 3' 22""","53° 30' 5""",2019-04-18,Składowa elektryczna 3[MHz]-300[GHz],0.53,0.14,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat gryfiński,Mieszkowice,Mieszkowice. ul. Przemysłowa / Księcia Poniatowskiego,Pozostałe miasta,"14° 28' 58""","52° 47' 20""",2019-05-28,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.11,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat gryfiński,Banie,Banie. ul. Ogrodowa,Pozostałe miasta,"14° 39' 32""","53° 6' 20""",2019-10-04,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.12,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat kamieński,Międzyzdroje,Międzyzdroje. ul. Krótka,Pozostałe miasta,"14° 26' 58""","53° 55' 47""",2019-04-02,Składowa elektryczna 3[MHz]-300[GHz],0.38,0.11,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat kamieński,Golczewo,Golczewo. ul. Niepodległości,Pozostałe miasta,"14° 58' 34""","53° 49' 45""",2019-04-16,Składowa elektryczna 3[MHz]-300[GHz],0.86,0.23,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat kamieński,Wolin,Wolin. ul. Wojska Polskiego,Pozostałe miasta,"14° 36' 53""","53° 50' 31""",2019-04-04,Składowa elektryczna 3[MHz]-300[GHz],0.97,0.28,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat koszaliński,Polanów,Polanów. ul. Dworcowa,Pozostałe miasta,"16° 40' 48""","54° 7' 3""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.42,0.11,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat myśliborski,Barlinek,Barlinek. Rynek,Pozostałe miasta,"15° 13' 0""","52° 59' 31""",2019-06-27,Składowa elektryczna 3[MHz]-300[GHz],0.76,0.25,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat stargardzki,Ińsko,Ińsko. ul. H. Sienkiewicza,Pozostałe miasta,"15° 33' 34""","53° 25' 59""",2019-06-06,Składowa elektryczna 3[MHz]-300[GHz],0.38,0.13,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat stargardzki,Dobrzany,Dobrzany. ul. Świerczewskiego/ Jana Pawła II,Pozostałe miasta,"15° 25' 43""","53° 21' 57""",2019-08-06,Składowa elektryczna 3[MHz]-300[GHz],0.28,0.08,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat stargardzki,Chociwel,Chociwel. ul. Armii Krajowej,Pozostałe miasta,"15° 20' 35""","53° 28' 8""",2019-06-24,Składowa elektryczna 3[MHz]-300[GHz],0.16,0.04,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat szczecinecki,Biały Bór,Biały Bór. ul. Żymierskiego,Pozostałe miasta,"16° 50' 40""","53° 54' 7""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.48,0.13,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat wałecki,Mirosławiec,Mirosławiec. ul. Sprzymierzonych,Pozostałe miasta,"16° 5' 22""","53° 20' 9""",2019-06-21,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat m. Świnoujście,M. Świnoujście,Świnoujście. ul. Toruńska,Pozostałe miasta,"14° 13' 50""","53° 54' 19""",2019-04-01,Składowa elektryczna 3[MHz]-300[GHz],0.77,0.21,0.4906667
WOJ. ZACHODNIOPOMORSKIE,Powiat drawski,Ostrowice,Ostrowice,Tereny wiejskie,"15° 58' 22""","53° 38' 17""",2019-06-19,Składowa elektryczna 3[MHz]-300[GHz],0.32,0.09,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat gryficki,Rewal,Niechorze. ul. Klifowa / ul. Polna,Tereny wiejskie,"15° 3' 50""","54° 5' 37""",2019-04-10,Składowa elektryczna 3[MHz]-300[GHz],0.32,0.09,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat gryficki,Brojce,Brojce,Tereny wiejskie,"15° 21' 58""","53° 56' 59""",2019-04-10,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat gryfiński,Widuchowa,Widuchowa. ul. Grunwaldzka,Tereny wiejskie,"14° 23' 11""","53° 7' 41""",2019-09-18,Składowa elektryczna 3[MHz]-300[GHz],0.22,0.08,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat gryfiński,Stare Czarnowo,Stare Czarnowo. ul. Szczecińska,Tereny wiejskie,"14° 46' 45""","53° 16' 36""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat gryfiński,Trzcińsko-Zdrój,Strzeszów,Tereny wiejskie,"14° 36' 17""","52° 59' 11""",2019-06-03,Składowa elektryczna 3[MHz]-300[GHz],0.7,0.18,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat kołobrzeski,Dygowo,Wrzosowo,Tereny wiejskie,"15° 49' 16""","54° 6' 56""",2019-05-27,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.1,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat koszaliński,Świeszyno,Niedalino,Tereny wiejskie,"16° 10' 1""","54° 4' 2""",2019-06-27,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.1,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat policki,Dobra (Szczecińska),Dobra. ul. Sportowa,Tereny wiejskie,"14° 22' 46""","53° 29' 17""",2019-08-28,Składowa elektryczna 3[MHz]-300[GHz],0.53,0.14,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat policki,Kołbaskowo,Stobno,Tereny wiejskie,"14° 25' 50""","53° 24' 48""",2019-10-09,Składowa elektryczna 3[MHz]-300[GHz],1.66,0.52,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat stargardzki,Kobylanka,Motaniec. ul. Podleśna,Tereny wiejskie,"14° 50' 52""","53° 21' 7""",2019-06-27,Składowa elektryczna 3[MHz]-300[GHz],1.32,0.35,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat szczecinecki,Barwice,Przybkowo,Tereny wiejskie,"16° 19' 11""","53° 43' 57""",2019-08-16,Składowa elektryczna 3[MHz]-300[GHz],0.23,0.13,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat świdwiński,Sławoborze,Sławoborze. ul. Białogardzka,Tereny wiejskie,"15° 42' 44""","53° 53' 30""",2019-09-04,Składowa elektryczna 3[MHz]-300[GHz],0.55,0.14,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat wałecki,Wałcz,Golce,Tereny wiejskie,"16° 25' 31""","53° 22' 11""",2019-06-26,Składowa elektryczna 3[MHz]-300[GHz],0.23,0.13,0.474
WOJ. ZACHODNIOPOMORSKIE,Powiat łobeski,Resko,Starogard (Łobeski),Tereny wiejskie,"15° 32' 22""","53° 45' 39""",2019-08-14,Składowa elektryczna 3[MHz]-300[GHz],0.23,0.13,0.474
